id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
2420,2420,2,3,83,17,5119,376,192,721,37,614,2
2421,2421,1,3,83,20,5120,204,270,948,51,749,4
2422,2422,2,3,84,16,5121,342,151,667,48,704,4
2423,2423,3,2,84,14,5122,745,302,779,34,546,3
2424,2424,1,2,83,22,5123,239,241,780,51,712,3
2425,2425,3,2,84,20,5124,439,169,1573,38,841,3
2426,2426,2,1,83,17,5125,324,226,1444,33,858,3
2427,2427,2,3,82,17,5126,388,205,1195,28,533,3
2428,2428,3,2,84,16,5127,542,256,1470,43,775,3
2429,2429,3,1,82,13,5128,399,295,1086,62,523,3
2430,2430,2,2,84,14,5129,846,245,803,58,571,3
2431,2431,1,2,82,13,5130,396,238,1010,30,733,3
2432,2432,3,1,82,16,5131,432,176,1355,48,873,3
2433,2433,1,3,82,14,5132,383,219,1201,49,544,2
2434,2434,3,1,83,15,5133,878,159,837,28,839,2
2435,2435,1,2,84,17,5134,911,173,1487,60,644,2
2436,2436,1,1,82,19,5135,726,256,1238,59,570,3
2437,2437,3,2,82,18,5136,151,258,1122,52,615,3
2438,2438,2,2,84,15,5137,163,257,1026,61,866,3
2439,2439,1,1,82,22,5138,231,182,885,31,859,3
2440,2440,2,2,84,22,5139,883,297,1065,32,741,3
2441,2441,2,2,83,20,5140,859,289,766,61,876,2
2442,2442,3,2,83,18,5141,564,228,1541,60,537,3
2443,2443,3,2,84,18,5142,498,290,1217,47,824,2
2444,2444,2,2,82,13,5143,351,177,1245,33,666,3
2445,2445,1,1,83,23,5144,876,174,1172,50,814,4
2446,2446,2,2,83,13,5145,667,237,1083,53,880,4
2447,2447,2,3,84,14,5146,856,231,785,42,694,4
2448,2448,3,1,84,13,5147,825,198,1550,48,908,2
2449,2449,3,3,84,23,5148,284,259,995,52,894,4
2450,2450,2,3,84,16,5149,764,246,820,62,802,3
2451,2451,2,1,83,20,5150,280,253,866,58,585,3
2452,2452,3,2,83,14,5151,252,179,1033,35,890,3
2453,2453,3,3,84,23,5152,679,284,1088,64,799,3
2454,2454,3,2,83,23,5153,572,190,1076,36,920,3
2455,2455,3,2,84,23,5154,145,235,703,34,568,3
2456,2456,1,3,84,20,5155,450,213,912,41,549,3
2457,2457,3,2,82,21,5156,320,257,1159,54,786,2
2458,2458,2,2,83,14,5157,872,169,1056,47,916,3
2459,2459,2,1,82,23,5158,809,154,963,55,531,4
2460,2460,1,1,82,20,5159,686,161,740,45,827,4
2461,2461,1,3,82,20,5160,460,305,830,30,704,3
2462,2462,2,1,84,13,5161,470,181,1010,62,658,2
2463,2463,2,1,82,19,5162,389,220,1547,33,601,4
2464,2464,2,3,84,17,5163,887,308,906,64,692,4
2465,2465,1,2,83,15,5164,766,295,1396,44,567,3
2466,2466,2,3,82,14,5165,418,155,981,56,706,4
2467,2467,3,1,83,17,5166,468,227,1439,45,717,3
2468,2468,1,2,83,18,5167,919,202,1394,38,848,2
2469,2469,2,1,83,17,5168,416,266,1235,37,648,2
2470,2470,1,3,83,18,5169,462,219,1391,29,579,4
2471,2471,2,3,84,15,5170,219,263,1025,31,886,3
2472,2472,2,2,83,16,5171,631,233,755,43,812,3
2473,2473,2,2,83,23,5172,138,226,1147,30,804,4
2474,2474,2,1,84,14,5173,162,147,732,28,802,3
2475,2475,1,2,82,23,5174,177,155,854,28,694,2
2476,2476,2,3,84,17,5175,495,157,749,50,887,3
2477,2477,3,2,83,23,5176,239,206,876,62,597,3
2478,2478,3,2,82,14,5177,430,163,1379,54,592,3
2479,2479,2,3,84,20,5178,670,203,965,50,636,2
2480,2480,3,2,84,17,5179,404,296,1520,57,626,4
2481,2481,2,3,84,23,5180,616,303,1180,40,587,3
2482,2482,2,2,83,17,5181,522,297,851,33,822,2
2483,2483,3,3,83,22,5182,805,245,669,28,616,3
2484,2484,2,2,82,21,5183,382,188,1028,45,706,2
2485,2485,2,2,84,21,5184,219,262,1366,38,818,4
2486,2486,2,2,83,21,5185,391,296,1090,52,640,4
2487,2487,1,1,83,22,5186,347,205,1272,58,718,2
2488,2488,2,2,84,17,5187,751,305,1487,30,730,2
2489,2489,2,3,83,22,5188,275,299,1437,44,826,3
2490,2490,1,2,83,15,5189,531,186,1115,64,737,4
2491,2491,1,2,83,12,5190,421,154,1347,37,584,2
2492,2492,3,1,83,14,5191,398,225,1124,46,932,3
2493,2493,3,1,82,20,5192,358,162,1189,57,634,3
2494,2494,2,3,83,22,5193,651,178,1146,58,543,3
2495,2495,1,3,82,15,5194,882,295,817,49,615,4
2496,2496,3,2,83,15,5195,708,287,1370,49,682,4
2497,2497,2,2,83,22,5196,400,162,919,61,714,3
2498,2498,2,2,83,14,5197,881,271,1013,62,766,3
2499,2499,2,2,83,14,5198,794,240,965,30,530,3
2500,2500,1,1,84,21,5199,142,245,654,34,785,3
